p[0.21024370193481445312,-1.314670876865722704,-2.4315042495727539062,-0.96218045175585942275,1.6035647392272949219,0.151088714599609375,0.81379461288452148438,-1.5452073377421875477,-2.2922921180725097656,-1.0270927709392090321,1.8117470741271972656,0.7707309722900390625] f[-0.47287611042157340346,10.8487013874678766,1.0048378996042999223,2.2761162327503647873,-0.15441981929660567041,-0.37262664222480745835,-0.14034351482230672525,-0.77632047036694529218,-0.043715306866992410806,-0.1008817783902244275,-0.030866625677621939428,-0.024303343884840719613]
p[0.21012449264526367188,-1.3135431569865723134,-2.3904714584350585938,-0.961689309482910204,1.3438730239868164062,0.073296070098876953125,0.8601474761962890625,-1.543270425205566454,-2.2668290138244628906,-1.0260847371867676259,1.9177861213684082031,1.0766620635986328125] f[0.64385899481918262843,-8.0031357686047428501,-4.9110978340044271206,-1.4303006270749949458,-0.13701336890298276838,1.303276000957299896,0.38029978229307520587,0.49773495929199024213,-0.14302282209204172925,0.14843454828798674505,-0.069992628203822862543,0.18935565463441814127]
p[0.12090396881103515625,-1.3139990133098145009,-2.3505144119262695312,-0.9608138364604492665,1.0181126594543457031,0.063175678253173828125,0.980861663818359375,-1.6219126186766565922,-2.0972952842712402344,-1.170955972080566454,1.9340672492980957031,1.5020470619201660156] f[1.9007332375586638573,7.1697383603693509713,-1.0420676601356149149,-0.5380773346764806675,0.94190855271012985384,0.10258462463898457284,-0.62552904702352818411,-0.38795002747906037754,0.23725789844350175795,0.00085941430452362449228,-0.20115286010231550606,-0.020765210847231756197]
p[0.121311187744140625,-1.3143947881511230946,-2.3507432937622070312,-0.96154530466113286025,0.73331737518310546875,0.063402652740478515625,1.0490694046020507812,-1.6747180424132288579,-2.0211195945739746094,-1.1656530660441895009,1.9612927436828613281,1.8595137596130371094] f[2.7562040037491835065,-1.7982650265180741833,-1.7916368759810510358,2.1855961400658734384,0.53722920230832593713,0.83991593162614308632,-0.21017203831606046105,0.21773262770294726787,0.14458864738069743261,0.19483642602488657203,0.081542948351752492231,-0.058596801608543386264]
p[-0.1907227675067346695,-1.475921944980957079,-2.0585203170776367188,-0.96189291894946293837,0.69383478164672851562,-0.29944783846010381012,1.0893869400024414062,-1.9684516392149866704,-1.6183676719665527344,-1.2561710637858887196,1.7891411781311035156,1.9697422981262207031] f[-0.75752729540173868727,-1.5724237847050113182,-0.022460616815412597774,-0.64133188196102064449,-0.13587752893198901116,0.17882407359589369555,0.30434463784793658325,-0.2454218682208511304,-0.35839427182596783616,-0.25072933801315760993,-0.062284698934353115163,-0.043761317928194716498]
p[-0.19950753847231084137,-1.7199512920775354985,-1.8293619155883789062,-0.95829565942797856337,0.67991209030151367188,-0.30159026781191045075,1.0899033546447753906,-1.9683557949461878422,-1.3680577278137207031,-1.5077398580363770009,1.7711625099182128906,1.9823517799377441406] f[0.83422090591089759215,-0.42018784262724417911,-6.235553242756409098,-1.9393569686579075206,-0.1255535323498042366,0.81711727965095604098,-0.76823732797949162432,-0.25871609653229510339,0.075371439415062344014,-0.13663340530871648237,-0.033933032889724150383,0.079406849822074021539]
p[-0.19945937791933232575,-1.721837659875387061,-1.8347959518432617188,-0.959099130039550829,0.68531131744384765625,-0.2638123671161096695,1.090984344482421875,-1.9684277973570765141,-1.351413726806640625,-1.5547550481608887196,1.7802834510803222656,1.9708809852600097656] f[6.9128734690296100851,-3.9603422647300381421,-8.6001008889991990003,-2.6996695325016726308,0.074453166566556872041,-1.5502973298306557126,0.25147304780555551629,-0.45834445819451025139,0.04462797775464617811,-0.023531132778448895365,-0.21249513307552778119,0.12292373147321686289]
p[-0.22429734865297490387,-1.9443098507323206547,-1.67778778076171875,-0.88576443613085942275,0.9171466827392578125,-0.13192779222597295075,1.0931463241577148438,-1.9686075649657190922,-1.0638470649719238281,-1.9843446216978968266,1.8544297218322753906,1.7158689498901367188] f[-0.99352040248141537671,0.092456734866100523385,-1.4094477189811129847,-2.6138252307763503168,-1.2527806073220815186,-0.95392081595497080215,-0.22935255077574107085,0.13898704067583450561,-0.22865617063657237007,-0.14088325929725398211,-0.16520412376809576194,0.08892187157599924785]
p[-0.24280196825136357575,-1.9465142689146937016,-1.6763582229614257812,-0.79476721704516606337,1.2745347023010253906,-0.11280137697328740387,0.99294185638427734375,-1.9913479290404261235,-0.9980106353759765625,-2.149552961389058936,1.9250893592834472656,1.2476067543029785156] f[-0.20309844018926948017,-0.28490678751212100694,-0.18896150226790625615,0.10195668592793734331,0.013646431286684771941,0.12391493384712741477,-1.3981936955527334288,12.39541899524240165,-0.95215988797027029111,2.4062946478180058385,-0.95932756172040911657,1.2358965448803249654]
p[0.0139751434326171875,-1.9453045330443323735,-1.5856084823608398438,-0.75437338769946293837,1.2927823066711425781,0.063318729400634765625,0.70287418365478515625,-1.9872056446471155766,-0.84685277938842773438,-2.4972835979857386235,1.9625859260559082031,0.83990192413330078125] f[-0.11773873298480475036,-0.13903453111539085252,-0.20342517333186235784,-0.071084553812909401227,-0.0056905998601183716695,0.26053930827094501366,3.6878778954521092004,0.08655152473177088468,1.5649560042022676587,0.38043364910181282079,0.2492115542994411681,0.026786602828521344916]
p[0.33150577545166015625,-1.942105909387105811,-1.5056743621826171875,-0.73922284067187504775,1.1701340675354003906,0.17001008987426757812,0.34359884262084960938,-1.9799419842162073735,-0.8577060699462890625,-2.6796452007689417485,1.9409852027893066406,0.47222375869750976562] f[-0.082330095173316311663,-0.56524563352384671333,-0.035555812897240031412,-0.031312261072068713064,-0.086557574147292898337,0.041434848919962803671,-0.93035001217568746856,1.8778927173580184373,-2.1765422332209860556,-1.8262715260519566396,2.1218830976389080334,1.1718452340830882719]
p[0.6504077911376953125,-1.9422975979247034672,-1.5054826736450195312,-0.75590784967456059462,0.936065673828125,0.19850683212280273438,0.014200687408447265625,-1.9092785320677698735,-1.1149911880493164062,-2.629636426965230811,1.9434542655944824219,0.27489376068115234375] f[-0.046978723237988385952,-0.099893677745274661595,-0.14680062200609114709,-0.20140994525209887644,-0.070420571200835030412,0.0051482534382263694592,6.0808556809868212767,4.6165893903838917112,1.6860170138825776309,0.080321056395927598048,-0.048778017645705849803,-1.8528415836705740549]
p[0.62689495086669921875,-1.9422613583006800297,-1.5059499740600585938,-0.76407034814868168837,1.1646413803100585938,0.21295976638793945312,0.001127719879150390625,-1.9092909298338831547,-1.1592011451721191406,-2.5288588009276331547,1.8950505256652832031,0.076051235198974609375] f[-0.66040301731869377466,-0.26176809251866528516,-0.054096868371819512022,0.33469738152543804244,0.11778462664726309372,0.17202024257006839902,-3.3321506773531375245,-0.029759782736662868108,0.073295980732590776396,-2.8266067879022735987,-0.61415884573890899834,0.44928784168834501322]
